collegeId,collegeName,collegeSlug,city,state,legacyDivision,programId,programDivision,collegeConference,programConference,collegeProgramWebsiteUrl,baseballWebsiteUrl,coachCount,headCoachCount
cmoriruwm000iqtm02t4sd889,North Carolina State University,north-carolina-state-university,Raleigh,NC,,cmoriruxc000kqtm0j7aburmj,NCAA_D1,,,,,4,1
cmoss3un1003cqtao6c08qtft,Northwestern University,northwestern-university,Evanston,IL,,cmoss3uno003eqtaonzgvlr9p,NCAA_D1,,,,,4,1
cmoss3uob003fqtaoxl8favwc,Ohio State University,ohio-state-university,Columbus,OH,,cmoss3upc003hqtaoe5fltxdq,NCAA_D1,,,,,4,1
cmosun07l004xqtlgmfv1xuiu,Oklahoma State University,oklahoma-state-university,Stillwater,OK,,cmosun087004zqtlg8mhr1z8t,NCAA_D1,,,,,4,1
cmoss3upz003iqtao5i62w3ay,Penn State University,penn-state-university,University Park,PA,,cmoss3uqn003kqtaoaqh1o3af,NCAA_D1,,,,,4,1
cmou6tv5p00biqti096g6a7i8,Presbyterian College,presbyterian-college,Clinton,SC,,cmou6tv6d00bkqti0fqrjrjwf,NCAA_D1,,,,,4,1
cmoss3ura003lqtaodex5xyz9,Purdue University,purdue-university,West Lafayette,IN,,cmoss3urx003nqtaoxvvgb7e1,NCAA_D1,,,,,4,1
cmorj0gtv002lqtio6lhkp2sn,Queens University of Charlotte,queens-university-of-charlotte,Charlotte,NC,,cmorj0gul002nqtioftxuxef1,NCAA_D1,,,,,3,1
cmou57edu007xqtdwf0oux6v3,Rice University,rice-university,Houston,TX,,cmou57eem007zqtdwx7f8coft,NCAA_D1,,,,,4,1
cmoss3usl003oqtaorrzcvm28,Rutgers University,rutgers-university,New Brunswick,NJ,,cmoss3ut9003qqtaoy83jq2k5,NCAA_D1,,,,,4,1
cmou65qh80093qt1oh6psc6h9,Saint Joseph's University,saint-josephs-university,Philadelphia,PA,,cmou65qhy0095qt1ownoailh2,NCAA_D1,,,,,4,1
cmou65qio0096qt1o4osfjy36,Saint Louis University,saint-louis-university,St. Louis,MO,,cmou65qje0098qt1ozah8sdhb,NCAA_D1,,,,,4,1
cmou6baap00axqtic1q6c8vze,Seton Hall University,seton-hall-university,South Orange,NJ,,cmou6babe00azqtic7ata0fs3,NCAA_D1,,,,,3,1
cmou6ba9d00auqtichfm9m8f7,St. John's University,st-johns-university,Queens,NY,,cmou6baa000awqticynlwrngm,NCAA_D1,,,,,4,1
cmosowo0s0010qtuovb31mcy3,Stanford University,stanford-university,Stanford,CA,,cmosowo1h0012qtuoqpb2b897,NCAA_D1,,,,,4,1
cmou692i900a3qt1ge0op0qbf,Stetson University,stetson-university,DeLand,FL,,cmou692j100a5qt1gjzdz1gj8,NCAA_D1,,,,,4,1
cmou72rj700cfqtt8j1fo71oa,Stony Brook University,stony-brook-university,Stony Brook,NY,,cmou72rjw00chqtt8k4ykpna3,NCAA_D1,,,,,3,1
cmosun08u0050qtlg3k28eb5j,TCU,tcu,Fort Worth,TX,,cmosun09h0052qtlg5joyoy43,NCAA_D1,,,,,4,1
cmosun0a30053qtlgwqx8pc03,Texas Tech University,texas-tech-university,Lubbock,TX,,cmosun0ar0055qtlg6xlvphkd,NCAA_D1,,,,,4,1
cmou72rkm00ciqtt8z62e367q,Towson University,towson-university,Towson,MD,,cmou72rlc00ckqtt8h1zgkmzj,NCAA_D1,,,,,4,1
cmou57ejn0086qtdwaxqor803,Tulane University,tulane-university,New Orleans,LA,,cmou57ekc0088qtdwzjnvgm0x,NCAA_D1,,,,,4,1
cmosun0bd0056qtlg87u13vxx,UCF,ucf,Orlando,FL,,cmosun0c10058qtlgn2wdysws,NCAA_D1,,,,,4,1
cmossumq5003xqtpgz2376dpb,UCLA,ucla,Los Angeles,CA,,cmossumqt003zqtpgyjdtn02c,NCAA_D1,,,,,4,1
cmou6tv8i00boqti0vjvm8aer,UNC Asheville,unc-asheville,Asheville,NC,,cmou6tv9900bqqti0wabo0574,NCAA_D1,,,,,2,1
cmou6tv9y00brqti0h1og2mt7,USC Upstate,usc-upstate,Spartanburg,SC,,cmou6tvap00btqti0249q1z1i,NCAA_D1,,,,,4,1
cmou57e5s007iqtdwb3g795nq,University of Alabama at Birmingham,university-of-alabama-at-birmingham,Birmingham,AL,,cmou57e6p007kqtdwt7q4s4pg,NCAA_D1,,,,,5,1
cmosownko0003qtuom8wxpo9s,University of California Berkeley,university-of-california-berkeley,Berkeley,CA,,cmosownle0005qtuo0gwfge3i,NCAA_D1,,,,,4,1
cmou69282009iqt1gxj2iub11,University of Central Arkansas,university-of-central-arkansas,Conway,AR,,cmou6928r009kqt1gue4f9xf1,NCAA_D1,,,,,4,1
cmosun02f004lqtlg6en5evwj,University of Cincinnati,university-of-cincinnati,Cincinnati,OH,,cmosun032004nqtlg3uum11pe,NCAA_D1,,,,,4,1
cmou6ba1700acqtict3598yzg,University of Connecticut,university-of-connecticut,Storrs,CT,,cmou6ba1v00aeqticcud1v7g6,NCAA_D1,,,,,4,1
cmou65q73008iqt1o6zbgwgae,University of Dayton,university-of-dayton,Dayton,OH,,cmou65q7u008kqt1ooxam21og,NCAA_D1,,,,,4,1
cmosun03o004oqtlgjeqvedtg,University of Houston,university-of-houston,Houston,TX,,cmosun04b004qqtlg5tbn4tad,NCAA_D1,,,,,4,1
cmoss3uby002oqtao54kmml5m,University of Illinois,university-of-illinois,Champaign,IL,,cmoss3ucp002qqtaoodp62vry,NCAA_D1,,,,,4,1
cmoss3uew002uqtao33d0b37y,University of Iowa,university-of-iowa,Iowa City,IA,,cmoss3ufl002wqtaoqkam7j3s,NCAA_D1,,,,,4,1
cmosun04x004rqtlgmuopyesz,University of Kansas,university-of-kansas,Lawrence,KS,,cmosun05l004tqtlgtp5puhg6,NCAA_D1,,,,,4,1
cmosownru000iqtuo4o7sl6mq,University of Louisville,university-of-louisville,Louisville,KY,,cmosownsl000kqtuo6bkrgo88,NCAA_D1,,,,,4,1
cmoss3uga002xqtaoeu7linqc,University of Maryland,university-of-maryland,College Park,MD,,cmoss3ugz002zqtao0glr6o9h,NCAA_D1,,,,,4,1
cmou57ece007uqtdws2374kvt,University of Memphis,university-of-memphis,Memphis,TN,,cmou57ed3007wqtdwo9u0rnod,NCAA_D1,,,,,4,1
cmosowntd000lqtuoyvr4xd0q,University of Miami,university-of-miami,Coral Gables,FL,,cmosownu4000nqtuowsumxl0o,NCAA_D1,,,,,4,1
cmoss3uhm0030qtaobbllk1g1,University of Michigan,university-of-michigan,Ann Arbor,MI,,cmoss3uib0032qtaobpuy0tpv,NCAA_D1,,,,,4,1
cmoss3ukd0036qtao5inxhdyw,University of Minnesota,university-of-minnesota,Minneapolis,MN,,cmoss3ul10038qtao9tzgk83e,NCAA_D1,,,,,4,1
cmoss3ulp0039qtaosklsgdir,University of Nebraska,university-of-nebraska,Lincoln,NE,,cmoss3ume003bqtaosl7ef19d,NCAA_D1,,,,,4,1
cmou692dm009uqt1gk17ovy4y,University of North Alabama,university-of-north-alabama,Florence,AL,,cmou692eh009wqt1gg1l67qtd,NCAA_D1,,,,,4,1
cmorihv4u000fqth8xhav3tg9,University of North Carolina at Chapel Hill,university-of-north-carolina-at-chapel-hill,Chapel Hill,NC,,cmorihv5i000hqth8642hp9ga,NCAA_D1,,,,,4,1
cmou57e7n007lqtdw6grlj0yo,University of North Carolina at Charlotte,university-of-north-carolina-at-charlotte,Charlotte,NC,,cmou57e8c007nqtdwb5t9ewz1,NCAA_D1,,,,,3,1
cmou692f9009xqt1gxdgwjsm8,University of North Florida,university-of-north-florida,Jacksonville,FL,,cmou692fz009zqt1goeu3cfla,NCAA_D1,,,,,4,1
cmosownxt000uqtuozt3yykq9,University of Notre Dame,university-of-notre-dame,Notre Dame,IN,,cmosownyi000wqtuo71ef7lg9,NCAA_D1,,,,,4,1
cmossumsw0043qtpgqq3re2qg,University of Oregon,university-of-oregon,Eugene,OR,,cmossumtm0045qtpg75518v32,NCAA_D1,,,,,4,1
cmosownzc000xqtuoxng8rral,University of Pittsburgh,university-of-pittsburgh,Pittsburgh,PA,,cmosowo02000zqtuorrxcus33,NCAA_D1,,,,,3,1
cmou65qee008xqt1o7ljwn00l,University of Rhode Island,university-of-rhode-island,Kingston,RI,,cmou65qf4008zqt1oaxiecdfx,NCAA_D1,,,,,4,1
cmou65qft0090qt1oyy3qt0xa,University of Richmond,university-of-richmond,Richmond,VA,,cmou65qgi0092qt1ovyrn305w,NCAA_D1,,,,,4,1
cmou57eff0080qtdwllt5e1ya,University of South Florida,university-of-south-florida,Tampa,FL,,cmou57eg60082qtdwkr4v7bz1,NCAA_D1,,,,,5,1
cmossumrj0040qtpg5nfsfxij,University of Southern California,university-of-southern-california,Los Angeles,CA,,cmossums80042qtpg69u7kaqh,NCAA_D1,,,,,4,1
cmou57el20089qtdwofatlmue,University of Texas at San Antonio,university-of-texas-at-san-antonio,San Antonio,TX,,cmou57elp008bqtdw5g9tglmv,NCAA_D1,,,,,5,1
cmosun0cp0059qtlgmyvx6gz3,University of Utah,university-of-utah,Salt Lake City,UT,,cmosun0dd005bqtlgtpmduubv,NCAA_D1,,,,,4,1
cmorirvj4001rqtm0u610tmnb,University of Virginia,university-of-virginia,Charlottesville,VA,,cmorirvju001tqtm0jenypf9l,NCAA_D1,,,,,5,1
cmossumua0046qtpg7kokmi2a,University of Washington,university-of-washington,Seattle,WA,,cmossumuy0048qtpgu11ho5mb,NCAA_D1,,,,,5,1
cmou692js00a6qt1g8npxqitj,University of West Georgia,university-of-west-georgia,Carrollton,GA,,cmou692kj00a8qt1gh5k57wkp,NCAA_D1,,,,,3,1
cmou6bacb00b0qtickdtwuqln,Villanova University,villanova-university,Villanova,PA,,cmou6bacz00b2qtic8lqoxe2q,NCAA_D1,,,,,4,1
cmou65qk50099qt1olu75tu27,Virginia Commonwealth University,virginia-commonwealth-university,Richmond,VA,,cmou65qkx009bqt1o72evz4o4,NCAA_D1,,,,,4,1
cmorirvkj001uqtm0xddfcy1n,Virginia Tech,virginia-tech,Blacksburg,VA,,cmorirvl8001wqtm0fnifyxse,NCAA_D1,,,,,4,1
cmorirv2b000uqtm0d0xcn8m3,Wake Forest University,wake-forest-university,Winston-Salem,NC,,cmorirv2z000wqtm0syj9sq1f,NCAA_D1,,,,,4,1
cmosun0e0005cqtlgaq1vqq45,West Virginia University,west-virginia-university,Morgantown,WV,,cmosun0eo005eqtlg60tq9pxa,NCAA_D1,,,,,4,1
cmou57emf008cqtdwbx84cqra,Wichita State University,wichita-state-university,Wichita,KS,,cmou57en3008eqtdwv2nmtif8,NCAA_D1,,,,,4,1
cmorihv3g000cqth80t0ywnkz,Winthrop University,winthrop-university,Rock Hill,SC,,cmorihv44000eqth8uy202g1u,NCAA_D1,,,,,4,1
cmou6bado00b3qticrimagx0v,Xavier University,xavier-university,Cincinnati,OH,,cmou6baee00b5qtic8uzfufb4,NCAA_D1,,,,,4,1
